,superkingdom,phylum,class,order,family,genus,species,taxid
8549,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata,83655
8550,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter tandoii,202954
8551,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia liquefaciens,614
8552,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia liquefaciens,614
8553,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sediminis,2509614
8554,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sediminis,2509614
8555,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. RLB3-6,2594457
8556,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,Thalassotalea sp. PS06,2594005
8557,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella israelensis,454
8558,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas,Chitinimonas arctica,2594795
8559,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter lycopersici,1324796
8560,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,Alcaligenaceae bacterium SJ-26,2593958
8561,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,Alcaligenaceae bacterium SJ-26,2593958
8562,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas granuli,1176533
8563,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,Denitratisoma sp. DHT3,1981880
8564,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,555
8565,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea dispersa,59814
8566,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax sp.,50259
8567,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8568,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.,306
8569,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.,306
8570,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8571,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax sp.,50259
8572,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax sp.,50259
8573,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp.,1871086
8574,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp.,1872122
8575,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax sp.,50259
8576,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp.,472
8577,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,Haliea sp.,1932666
8578,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp.,1872122
8579,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp.,1871086
8580,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax sp.,50259
8581,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Rubrivivax sp.,50259
8582,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8583,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8584,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8585,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8586,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8587,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8588,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8589,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. MED-G133,2518986
8590,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,SAR86 cluster bacterium,2030880
8591,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,SAR86 cluster bacterium,2030880
8592,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Candidatus Thioglobus,Candidatus Thioglobus sp.,2026721
8593,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,SAR86 cluster bacterium,2030880
8594,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OM182 bacterium,2510334
8595,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,,Halieaceae bacterium,2026743
8596,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OM182 bacterium,2510334
8597,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OM182 bacterium,2510334
8598,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,OM182 bacterium,2510334
8599,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Litorivicinaceae,,Litorivicinaceae bacterium,2510333
8600,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,,Halieaceae bacterium,2026743
8601,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp.,2003368
8602,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8603,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
8604,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp.,232
8605,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,Sphingomonadaceae bacterium,1930536
8606,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,,,Chromatiales bacterium,2026725
8607,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,,,Pseudomonadales bacterium,1891229
8608,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Brocadia,Candidatus Brocadia sp. BROELEC01,2512248
8609,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp. DSM 26295,1938738
8610,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8611,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8612,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema sp.,166
8613,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8614,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,Bosea sp. (in: a-proteobacteria),1871050
8615,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella sp.,1929291
8616,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella sp.,1929291
8617,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella sp.,1929291
8618,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,,Sinobacteraceae bacterium,1969813
8619,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8620,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,1871043
8621,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp.,1871086
8622,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,,Gallionellaceae bacterium,2052162
8623,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8624,Bacteria,,,,,,bacterium,1869227
8625,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8626,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8627,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,Xanthomonadaceae bacterium,1926873
8628,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8629,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8630,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8631,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter sp.,2051955
8632,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8633,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium sp.,1872578
8634,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8635,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium sp.,1872578
8636,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
8637,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,Porticoccaceae bacterium,2026782
8638,Bacteria,,,,,,bacterium,1869227
8639,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium sp.,1872578
8640,Bacteria,Spirochaetota,,,,,Spirochaetota bacterium,2202144
8641,Bacteria,Spirochaetota,,,,,Spirochaetota bacterium,2202144
8642,Bacteria,Spirochaetota,,,,,Spirochaetota bacterium,2202144
8643,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum,Methylovulum sp.,1916980
8644,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sp.,1883445
8645,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sp.,459
8646,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
8647,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sp.,459
8648,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp.,1883446
8649,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
8650,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,,Beijerinckiaceae bacterium,1978229
8651,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp.,1883446
8652,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas,Candidimonas sp.,1912597
8653,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8654,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8655,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8656,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8657,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,Pusillimonas sp. (ex Stolz et al. 2005),1979962
8658,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8659,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea sp.,1883445
8660,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp.,1883446
8661,Bacteria,,,,,,bacterium,1869227
8662,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp.,1883446
8663,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
8664,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8665,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8666,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8667,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
8668,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp.,1883446
8669,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Rhodanobacteraceae bacterium,2052182
8670,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,,Rhodanobacteraceae bacterium,2052182
8671,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
8672,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp.,1883446
8673,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,Castellaniella sp.,1955812
8674,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium,2026786
8675,Bacteria,,,,,,bacterium,1869227
8676,Bacteria,,,,,,bacterium,1869227
8677,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter sp.,2051955
8678,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella sp.,2052161
8679,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium sp. SL48-SHIP,2518363
8680,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Rugosibacter,Rugosibacter sp.,1914450
8681,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp.,72226
8682,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella sp.,1929291
8683,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,,Sinobacteraceae bacterium,1969813
8684,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8685,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8686,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua sp. AMX11,2555784
8687,Bacteria,Acidobacteriota,,,,,Acidobacteriota bacterium,1978231
8688,Bacteria,Acidobacteriota,,,,,Acidobacteriota bacterium,1978231
8689,Bacteria,Acidobacteriota,,,,,Acidobacteriota bacterium,1978231
8690,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8691,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8692,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8693,Bacteria,Candidatus Dadabacteria,,,,,Candidatus Dadabacteria bacterium,2080303
8694,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8695,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8696,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8697,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8698,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8699,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8700,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8701,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8702,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8703,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8704,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8705,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8706,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8707,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina sp.,2024844
8708,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
8709,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella,Ideonella sp. MAG2,2083017
8710,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8711,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8712,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,2026780
8713,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8714,Bacteria,Elusimicrobiota,,,,,Elusimicrobiota bacterium,2030800
8715,Bacteria,Candidatus Aerophobetes,,,,,Candidatus Aerophobetes bacterium,2030807
8716,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8717,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8718,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8719,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8720,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8721,Bacteria,Chloroflexota,Dehalococcoidia,,,,Dehalococcoidia bacterium,2026734
8722,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
8723,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8724,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8725,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8726,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8727,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,,,Thermodesulfobacteriales bacterium,2528040
8728,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,,,Chromatiales bacterium,2026725
8729,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
8730,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,,,Syntrophobacterales bacterium,2282155
8731,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,,,Nitrosomonadales bacterium,2026761
8732,Bacteria,Myxococcota,Myxococcia,Myxococcales,,,Myxococcales bacterium,2026763
8733,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8734,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
8735,Bacteria,Chrysiogenota,Chrysiogenetes,Chrysiogenales,,,Chrysiogenales bacterium,2528039
8736,Bacteria,Chrysiogenota,Chrysiogenetes,Chrysiogenales,,,Chrysiogenales bacterium,2528039
8737,Bacteria,candidate division Zixibacteria,,,,,candidate division Zixibacteria bacterium,2053527
8738,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8739,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8740,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp.,376
8741,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8742,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8743,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8744,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8745,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8746,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8747,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8748,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8749,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8750,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8751,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,1871066
8752,Bacteria,,,,,,bacterium (candidate division B38) B3_B38,2012999
8753,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus denitrificans,266
8754,Bacteria,Pseudomonadota,Betaproteobacteria,,,Candidatus Accumulibacter,Candidatus Accumulibacter sp.,2053492
8755,Bacteria,,,,,,bacterium,1869227
8756,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8757,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
8758,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8759,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8760,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8761,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8762,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8763,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8764,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8765,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8766,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8767,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8768,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8769,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8770,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8771,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8772,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8773,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8774,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8775,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8776,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8777,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8778,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8779,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8780,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8781,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8782,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
8783,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8784,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8785,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8786,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8787,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8788,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8789,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8790,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8791,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8792,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8793,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8794,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
